,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
10970,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Five,No,1258,398,1410,1841,1384
10971,Yes,Cash Back,Letter,Medium,One,No,Low,Three,One,Three,No,1014,83,1114,2196,663
10972,No,Cash Back,Postcard,High,One,No,Low,Two,One,Four,Yes,865,1229,1243,607,384
10973,No,Points,Postcard,Low,One,No,Medium,One,One,Three,Yes,866,992,927,829,719
10974,No,Air Miles,Postcard,Medium,One,No,Low,One,Two,Four,Yes,995,1702,1550,507,224
10975,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Two,Yes,1258,858,1312,1790,1072
10976,No,Air Miles,Letter,Medium,One,No,Low,Three,One,Four,Yes,1087,1781,1158,964,448
10977,No,Air Miles,Postcard,Low,One,No,High,Three,One,Two,Yes,1027,1608,1463,940,97
10978,No,Points,Letter,Medium,Two,No,Low,Three,One,Four,Yes,984,1931,1166,690,150
10979,No,Cash Back,Letter,Low,One,No,High,One,Two,Two,Yes,828,709,852,822,930
10980,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Five,No,911,449,1104,1468,624
10981,No,Air Miles,Postcard,High,Two,No,Medium,One,One,Three,Yes,839,880,555,1147,774
10982,No,Points,Letter,Medium,One,Yes,High,Three,One,Three,No,926,106,754,1557,1290
10983,No,Air Miles,Postcard,Medium,One,No,Medium,Three,One,Three,Yes,1302,905,1676,1932,697
10984,No,Cash Back,Postcard,High,One,No,High,One,Two,Three,Yes,1660,1254,1490,2294,1603
10985,No,Points,Letter,High,One,No,High,One,One,Four,Yes,1321,854,1059,2092,1281
10986,No,Cash Back,Postcard,Low,One,No,Low,Three,Two,Three,No,1048,1916,1368,738,172
10987,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Two,Yes,192,410,224,26,110
10988,No,Air Miles,Letter,High,Two,No,High,One,One,Five,No,889,91,1328,987,1152
10989,No,Air Miles,Postcard,Low,One,Yes,Medium,One,Two,Three,Yes,1228,1685,947,1283,999
10990,No,Cash Back,Letter,Medium,One,No,Low,Two,Two,Two,Yes,960,1977,1042,766,58
10991,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Five,Yes,1151,1914,1322,902,469
10992,No,Cash Back,Postcard,Medium,One,No,High,One,One,Three,No,796,607,992,779,809
10993,Yes,Air Miles,Postcard,Low,Two,Yes,Low,Two,One,Three,Yes,393,416,499,327,330
10994,No,Air Miles,Postcard,High,One,No,High,One,Two,Four,No,1253,708,853,2030,1421
10995,No,Air Miles,Postcard,Medium,Two,No,High,Two,One,Three,Yes,1225,2160,1271,562,907
10996,No,Points,Postcard,High,Two,No,Low,Three,One,Five,Yes,1246,845,1315,1399,1425
10997,No,Points,Letter,Medium,One,No,Low,One,One,Four,Yes,882,1422,1434,478,195
10998,No,Points,Postcard,Medium,One,No,Low,Two,Two,Three,Yes,766,947,980,539,601
10999,No,Cash Back,Letter,Medium,One,No,Low,Three,One,Four,Yes,892,930,993,741,904
11000,No,Air Miles,Letter,High,One,Yes,Medium,One,One,Five,Yes,1031,126,1573,1806,621
11001,No,Cash Back,Letter,Low,One,Yes,Low,One,One,Two,Yes,1142,2102,1287,990,190
11002,No,Points,Letter,High,One,No,High,Two,One,Three,No,737,716,662,651,921
11003,No,Air Miles,Postcard,Low,Two,Yes,High,Two,One,Four,No,1747,1620,1864,1801,1706
11004,No,Cash Back,Letter,High,One,No,Low,One,One,Five,Yes,1362,1178,776,2010,1486
11005,No,Cash Back,Letter,Medium,One,Yes,Low,One,One,Three,Yes,117,57,380,16,18
11006,No,Points,Postcard,Low,One,Yes,High,One,Two,Four,No,1063,1976,1405,728,145
11007,No,Air Miles,Letter,Low,One,No,Low,One,One,Three,Yes,1484,1160,1860,1299,1620
11008,Yes,Air Miles,Postcard,Low,One,No,Low,Two,One,Three,Yes,351,220,356,450,381
11009,No,Cash Back,Letter,Medium,One,No,Low,One,Two,Three,Yes,924,1589,1393,531,183
11010,No,Points,Letter,Low,One,No,High,Two,One,Four,Yes,266,176,410,398,83
11011,No,Points,Letter,Medium,One,No,High,One,One,Four,Yes,998,1798,1083,884,228
11012,No,Cash Back,Postcard,High,One,No,High,Two,One,Two,Yes,329,267,208,414,430
11013,No,Cash Back,Postcard,Low,One,No,High,Three,One,Four,Yes,946,1540,1181,994,70
11014,No,Air Miles,Letter,High,One,No,Low,One,One,Two,Yes,280,161,443,80,439
11015,No,Cash Back,Postcard,High,Two,Yes,Low,One,One,Three,Yes,688,646,503,980,625
11016,No,Points,Postcard,Medium,One,No,Low,Three,Two,Two,Yes,1033,1677,1110,626,720
11017,No,Points,Letter,Medium,Two,No,Medium,One,Two,Five,Yes,1097,665,1052,852,1821
11018,No,Air Miles,Letter,Medium,One,No,High,Three,One,Three,No,1164,561,1415,1341,1339
11019,No,Points,Letter,Medium,One,No,Medium,Three,Two,Three,Yes,1025,606,1224,975,1296
11020,No,Points,Postcard,High,One,No,Medium,Two,Two,Three,No,315,380,332,398,153
11021,No,Points,Postcard,Low,One,No,High,One,One,Three,No,1005,1768,1307,815,131
11022,No,Cash Back,Postcard,High,One,No,Low,One,Two,Four,No,1147,370,515,1617,2086
11023,No,Points,Postcard,Medium,One,No,Low,Two,Two,Five,Yes,794,1463,924,422,368
11024,No,Points,Postcard,High,Two,Yes,Low,Two,One,Four,No,116,93,33,279,62
11025,No,Cash Back,Postcard,Low,One,No,High,Two,One,One,Yes,895,637,1210,1280,456
11026,No,Air Miles,Letter,Medium,One,Yes,Low,Two,One,Five,No,1050,1804,1465,657,277
11027,No,Air Miles,Postcard,High,One,No,Low,Three,One,Three,Yes,668,500,873,576,724
11028,No,Air Miles,Postcard,High,One,No,High,One,One,Five,Yes,1134,265,1416,2260,598
11029,No,Points,Postcard,Low,One,No,High,Two,One,Four,Yes,907,1507,1379,727,15
11030,No,Points,Letter,High,One,No,High,Three,One,Four,Yes,1404,796,1740,2025,1058
11031,No,Points,Letter,Medium,One,No,High,One,One,Four,Yes,1012,461,526,1725,1336
11032,No,Points,Postcard,Medium,One,No,Low,Two,Two,Three,Yes,1182,2138,1401,484,707
11033,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Two,No,1102,2047,940,817,605
11034,No,Air Miles,Postcard,Medium,One,No,High,One,One,Five,No,901,224,456,1528,1397
11035,No,Cash Back,Postcard,Low,One,No,High,Two,One,Five,No,1120,576,1650,1434,823
11036,No,Air Miles,Postcard,High,One,No,High,Two,One,Three,No,1236,782,830,2113,1219
11037,No,Points,Letter,High,One,No,Low,Three,One,Two,Yes,738,817,564,577,996
11038,No,Air Miles,Postcard,Medium,Two,No,Medium,Two,One,Four,No,978,103,996,1129,1685
11039,Yes,Points,Postcard,High,One,Yes,Low,One,One,Three,Yes,749,162,993,1217,626
11040,No,Air Miles,Postcard,Medium,One,No,High,Two,Two,Four,Yes,1022,1425,607,1177,881
11041,No,Air Miles,Letter,Medium,One,No,High,Three,Two,Four,Yes,1103,245,950,1130,2090
11042,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Five,No,1206,2175,1555,726,369
11043,No,Points,Letter,Medium,One,Yes,Low,One,One,Four,Yes,749,586,799,997,615
11044,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Two,Yes,647,535,501,994,560
11045,No,Air Miles,Letter,High,One,No,Low,Three,One,Four,No,1247,345,1679,1090,1876
11046,Yes,Cash Back,Postcard,Low,One,No,Low,One,One,Two,No,944,710,792,873,1404
11047,No,Points,Postcard,Medium,One,No,High,Two,One,Two,Yes,771,502,639,968,977
11048,No,Points,Letter,Medium,One,No,High,Three,One,Five,No,1185,520,1323,1762,1138
11049,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Three,Yes,213,292,21,310,229
11050,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Five,Yes,937,1835,1018,820,77
11051,No,Points,Postcard,Medium,Two,No,Medium,One,One,Three,No,1182,805,841,1599,1485
11052,No,Air Miles,Postcard,Low,Two,No,Low,Three,One,Four,Yes,214,330,10,286,233
11053,No,Points,Postcard,Low,One,Yes,Medium,One,One,Four,Yes,1273,635,846,1488,2125
11054,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Three,No,863,667,877,921,989
11055,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Three,Yes,635,773,547,704,516
11056,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Three,No,623,516,651,521,805
11057,No,Points,Letter,Low,One,No,Low,Two,One,Five,Yes,1168,1960,1497,1005,213
11058,No,Points,Letter,Medium,One,No,Low,Two,One,Three,Yes,1179,45,1679,1652,1341
11059,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,189,3,325,87,342
11060,No,Points,Postcard,Medium,One,No,Medium,Three,One,Three,No,254,496,11,159,352
11061,Yes,Points,Letter,Low,One,No,Low,Two,Two,Three,No,247,67,203,372,347
11062,No,Points,Postcard,Medium,One,No,Low,Three,One,Two,Yes,757,680,763,615,973
11063,No,Cash Back,Letter,Medium,One,No,Low,Three,One,Two,Yes,278,189,430,408,87
11064,No,Points,Postcard,High,One,Yes,Low,One,One,Five,Yes,891,630,559,1002,1375
11065,No,Cash Back,Letter,Low,One,No,High,Two,One,Five,Yes,1166,287,1169,2027,1181
11066,No,Points,Postcard,Medium,One,No,High,Two,One,Four,Yes,739,869,547,839,704
11067,No,Air Miles,Postcard,Low,Two,No,Medium,Three,Two,Four,No,1200,1680,1316,1363,441
11068,No,Cash Back,Letter,Low,One,No,Medium,One,One,Four,No,825,471,1202,940,688
11069,No,Air Miles,Letter,Medium,One,No,High,Two,One,Three,Yes,1001,1945,999,633,428
11070,No,Cash Back,Letter,Low,One,Yes,Low,Three,One,Three,Yes,1104,677,1300,1502,937
11071,No,Cash Back,Letter,High,One,No,Medium,Three,One,Two,Yes,1057,822,826,1181,1400
11072,No,Points,Postcard,Medium,Two,No,High,Two,One,Three,No,1290,2197,1297,1325,343
11073,No,Points,Letter,High,One,No,Low,One,Two,Two,Yes,1407,949,1032,1545,2105
11074,No,Cash Back,Letter,Medium,One,Yes,Medium,One,Two,Three,Yes,1117,1396,1122,1082,871
11075,No,Cash Back,Letter,High,Two,No,Medium,Two,One,One,Yes,335,415,421,422,85
11076,No,Cash Back,Postcard,Medium,One,No,High,Three,One,Four,Yes,744,1311,868,622,177
11077,Yes,Air Miles,Letter,Medium,One,No,Medium,Two,One,Five,Yes,224,204,25,328,341
11078,No,Air Miles,Postcard,High,Two,No,High,One,One,Four,No,280,481,138,158,345
11079,No,Cash Back,Letter,Low,One,No,Low,Two,Two,Three,Yes,1130,1395,945,1156,1026
11080,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,1866,1730,1860,1958,1916
11081,No,Air Miles,Letter,Medium,One,No,Low,Three,One,Five,Yes,953,625,1041,903,1243
11082,No,Points,Letter,Medium,One,Yes,Medium,Two,Two,Four,Yes,899,345,1046,1499,707
11083,No,Points,Postcard,High,One,No,Low,Two,One,Three,Yes,1052,589,1246,1856,519
11084,No,Air Miles,Letter,Medium,Two,Yes,High,Four,One,Two,Yes,221,426,175,60,225
11085,No,Points,Postcard,Medium,Two,No,Medium,Two,One,Two,Yes,1332,1080,1590,1011,1649
11086,No,Points,Letter,Medium,One,No,Low,Two,Two,Three,Yes,842,792,862,887,827
11087,No,Cash Back,Postcard,High,One,No,High,One,One,Three,Yes,1313,722,1400,1138,1995
11088,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,Yes,272,46,365,215,463
11089,No,Air Miles,Letter,High,One,No,Low,Three,One,One,No,1239,212,1273,2094,1379
11090,No,Air Miles,Letter,Medium,One,No,High,One,One,Four,Yes,1188,181,1280,1471,1822
11091,No,Points,Letter,Low,One,Yes,Low,Two,One,Three,Yes,607,519,732,627,553
11092,No,Cash Back,Postcard,Low,One,No,Medium,Two,Two,Two,Yes,165,284,29,209,141
11093,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Three,No,1192,546,1018,1760,1444
11094,No,Air Miles,Postcard,High,One,No,Medium,Two,One,Three,Yes,251,455,278,52,222
11095,No,Cash Back,Postcard,Medium,One,No,High,Three,One,Five,Yes,946,236,439,1022,2089
11096,No,Air Miles,Postcard,Medium,One,No,High,Two,One,One,Yes,1151,1550,1260,1367,427
11097,No,Points,Letter,Medium,One,Yes,Medium,Three,One,Four,Yes,243,323,188,275,189
11098,No,Air Miles,Letter,Low,One,No,Medium,One,Two,Four,Yes,1188,589,1568,1439,1157
11099,No,Cash Back,Postcard,Low,One,No,Low,Two,One,Five,Yes,940,357,440,2044,922
11100,No,Cash Back,Letter,Medium,One,No,Medium,Three,Two,Five,Yes,1083,1668,1183,1268,215
11101,No,Air Miles,Postcard,Low,One,No,High,One,One,Five,Yes,1211,921,1055,1162,1706
11102,Yes,Air Miles,Letter,Low,Two,No,Low,One,One,Four,No,1092,1949,1193,865,363
11103,No,Points,Letter,High,Two,Yes,Medium,Two,One,Three,Yes,907,1542,1396,680,10
11104,No,Cash Back,Postcard,Low,Two,No,Medium,Three,One,Two,Yes,1227,1393,847,1147,1521
11105,No,Points,Postcard,Low,One,No,High,Two,One,Three,Yes,314,175,262,421,400
11106,No,Air Miles,Letter,Low,Two,No,High,Two,Two,Five,Yes,1104,184,1192,2069,973
11107,No,Points,Letter,High,One,No,High,Four,One,Three,Yes,1017,1820,1246,589,415
11108,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Four,Yes,340,474,163,319,405
11109,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Five,Yes,1043,983,1283,1332,577
11110,No,Points,Letter,Medium,One,No,High,Two,One,Five,Yes,1017,1918,1062,927,164
11111,No,Air Miles,Postcard,Low,One,Yes,Medium,One,One,Three,Yes,852,1664,1200,513,31
11112,No,Air Miles,Letter,Medium,One,No,High,Four,One,Three,No,1263,1405,1512,1556,582
11113,No,Points,Postcard,Medium,One,No,High,One,One,Five,No,741,759,687,617,904
11114,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Three,No,1285,589,1606,2193,755
11115,No,Cash Back,Letter,High,Two,No,Low,Three,One,Two,No,928,1692,1269,597,156
11116,No,Points,Postcard,High,One,No,High,Two,One,Four,No,1029,1772,956,944,445
11117,No,Cash Back,Letter,Medium,One,Yes,Low,Two,Two,Four,No,148,5,246,295,48
11118,No,Cash Back,Postcard,Medium,One,No,High,One,One,Three,Yes,327,321,457,177,356
11119,No,Points,Letter,Low,One,Yes,Medium,One,One,Three,No,754,603,856,754,805
11120,No,Air Miles,Postcard,High,One,No,High,One,Two,Two,Yes,1059,1506,1342,964,426
11121,No,Cash Back,Letter,Medium,One,No,High,Two,Two,Six,Yes,731,658,759,589,920
11122,No,Points,Postcard,High,One,No,High,Two,One,Five,Yes,1100,121,981,1308,1992
11123,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1005,137,706,1299,1878
11124,No,Points,Postcard,High,One,Yes,Low,One,One,Five,No,329,166,488,395,269
11125,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Three,Yes,140,32,30,103,398
11126,Yes,Air Miles,Letter,Medium,Two,No,Low,One,One,Four,Yes,1230,1862,1577,1159,324
11127,No,Air Miles,Letter,Medium,Two,No,High,One,One,Four,No,865,136,548,1514,1264
11128,Yes,Air Miles,Postcard,Medium,One,No,Low,Three,One,Two,Yes,972,517,1563,1349,461
11129,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Three,Yes,1031,1633,1412,775,307
11130,No,Air Miles,Postcard,Medium,One,No,High,Three,One,Three,Yes,753,532,912,927,641
11131,No,Points,Postcard,High,One,No,Low,Two,One,Four,Yes,220,207,222,241,211
11132,No,Air Miles,Postcard,Low,One,No,Medium,Three,One,Five,Yes,952,111,1772,1248,680
11133,No,Air Miles,Letter,High,One,No,Medium,One,One,Three,No,980,2154,877,737,153
11134,No,Points,Letter,Medium,Two,No,Medium,Two,One,Two,Yes,1131,412,1766,1575,774
11135,No,Air Miles,Postcard,Medium,One,No,High,Four,One,Three,Yes,975,1415,551,852,1083
11136,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Five,Yes,1354,441,1838,1895,1242
11137,No,Points,Letter,Medium,One,No,Medium,Two,One,Three,Yes,271,188,364,196,336
11138,No,Cash Back,Letter,Medium,Two,No,Low,Two,One,One,No,1139,1973,1237,447,899
11139,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Two,Yes,387,210,451,467,423
11140,No,Air Miles,Postcard,Medium,One,No,Medium,Three,Two,Three,Yes,1157,952,1732,1417,529
11141,No,Air Miles,Letter,High,One,No,Medium,One,One,Two,Yes,1232,1591,1780,1128,430
11142,No,Air Miles,Postcard,Low,One,No,High,Two,Two,Five,Yes,1147,262,1583,1776,967
11143,No,Cash Back,Postcard,Medium,Two,No,Medium,One,One,Two,No,837,982,920,587,859
11144,No,Air Miles,Letter,Low,One,No,Low,One,Two,Three,Yes,1150,1853,1445,781,521
11145,No,Points,Letter,High,One,No,High,Two,One,Three,Yes,1127,842,957,2059,652
11146,No,Cash Back,Letter,Low,Two,No,Low,Two,One,Two,Yes,128,136,13,11,353
11147,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Three,No,853,694,556,951,1211
11148,No,Air Miles,Postcard,High,One,Yes,Low,Three,One,Four,Yes,1134,1181,592,1962,801
11149,No,Cash Back,Letter,High,One,No,High,Three,One,Five,No,1078,1995,1368,654,297
11150,No,Cash Back,Letter,High,Two,No,High,One,One,Six,Yes,761,888,875,575,706
11151,No,Points,Letter,Medium,One,No,Medium,Three,One,Three,Yes,931,123,1172,887,1545
11152,No,Air Miles,Postcard,High,One,No,Medium,Four,One,Four,Yes,1123,132,1371,1367,1624
11153,No,Cash Back,Postcard,Medium,One,Yes,Medium,Two,One,Four,Yes,1066,1801,993,461,1011
11154,No,Points,Letter,Medium,One,No,Medium,Three,One,Three,Yes,1159,767,1735,1080,1056
11155,No,Points,Postcard,High,One,No,High,Two,Two,Five,No,1131,166,871,2157,1333
11156,No,Points,Letter,High,One,No,High,One,One,Three,Yes,1156,566,1312,1912,835
11157,No,Points,Letter,Low,One,No,High,Two,One,Three,Yes,689,523,625,609,1000
11158,No,Air Miles,Letter,Medium,One,No,High,Three,One,Six,Yes,1084,1579,1642,564,553
11159,No,Air Miles,Postcard,Medium,One,Yes,Low,One,One,Three,Yes,1045,67,674,1381,2060
11160,No,Cash Back,Postcard,Low,Two,No,Medium,Three,Two,Four,No,1399,2098,1478,1129,892
11161,No,Cash Back,Letter,Medium,One,No,Medium,Two,Two,Four,Yes,1368,1086,1448,1812,1127
11162,No,Air Miles,Postcard,Medium,One,No,Low,One,Two,Six,Yes,1019,1497,1212,888,481
11163,No,Points,Letter,Medium,One,No,High,One,One,Four,Yes,886,322,639,1163,1423
11164,No,Cash Back,Letter,Low,One,Yes,High,One,One,Four,No,1108,642,1235,1939,618
11165,No,Points,Letter,High,Two,No,Low,Two,Three,Four,No,1290,842,940,2155,1224
11166,No,Points,Postcard,Medium,Two,Yes,High,One,One,Four,No,199,240,151,128,280
11167,No,Points,Postcard,Medium,One,No,Low,One,One,Five,No,231,412,137,286,90
11168,No,Points,Letter,High,Two,No,Low,Two,Two,Four,Yes,1040,432,1801,1078,851
11169,No,Points,Letter,Medium,Two,No,Low,Three,One,Three,Yes,159,250,144,74,168
11170,No,Air Miles,Letter,Medium,Two,No,High,One,One,Four,No,1585,1416,1342,1723,1862
11171,No,Air Miles,Letter,Low,One,Yes,High,Two,Two,Five,Yes,1043,763,1061,1394,956
11172,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,276,136,382,177,410
11173,No,Air Miles,Postcard,Medium,Two,No,High,One,One,Four,Yes,297,474,338,274,104
11174,No,Points,Letter,Medium,Two,No,Medium,Three,One,Six,No,1331,725,1077,1789,1735
11175,No,Cash Back,Postcard,Low,Two,No,High,Two,One,Four,Yes,976,297,776,2067,766
11176,No,Air Miles,Postcard,High,One,No,Medium,Two,One,Four,Yes,996,45,1327,1512,1103
11177,No,Cash Back,Letter,High,One,No,Medium,Three,Two,Three,Yes,659,761,553,522,800
11178,No,Cash Back,Letter,Low,Two,No,High,Two,One,Five,Yes,775,940,700,905,557
11179,No,Cash Back,Postcard,High,One,No,Low,Two,One,Four,Yes,996,1444,1772,500,270
11180,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1267,983,1344,1115,1629
11181,No,Points,Postcard,Medium,Two,No,High,Three,One,Three,Yes,1297,215,1092,1792,2092
11182,No,Points,Letter,Medium,One,No,High,One,One,Five,Yes,145,103,221,182,77
11183,No,Points,Letter,High,One,No,Low,One,One,Three,No,1645,1806,1639,1605,1530
11184,No,Points,Letter,Medium,One,No,High,Two,Two,One,Yes,1053,1913,1490,663,148
11185,No,Cash Back,Letter,High,Two,No,Medium,Three,One,Four,No,1051,263,628,1390,1925
11186,No,Cash Back,Postcard,Medium,One,No,High,Three,One,Two,No,887,685,833,1219,811
11187,No,Cash Back,Postcard,Medium,One,No,Medium,Three,One,Three,No,1033,1425,1274,664,769
11188,No,Air Miles,Letter,Low,One,No,Medium,One,One,Five,No,1187,957,1682,1424,686
11189,No,Cash Back,Postcard,Low,One,Yes,Low,Three,Two,Six,Yes,700,785,556,915,546
11190,No,Cash Back,Postcard,Medium,Two,No,High,One,Two,Three,No,792,645,752,999,772
11191,No,Cash Back,Letter,Medium,Two,No,Medium,Two,Two,Five,Yes,1148,704,502,1924,1464
11192,No,Air Miles,Letter,Medium,Two,No,Low,One,One,Four,Yes,968,274,1300,1381,917
11193,No,Cash Back,Postcard,Medium,One,No,Low,One,One,Three,Yes,1038,906,1424,1328,495
11194,No,Points,Letter,High,One,No,Medium,One,One,Three,Yes,1048,872,972,1455,893
11195,No,Cash Back,Letter,Low,One,Yes,Medium,One,Two,Four,Yes,1249,928,729,1553,1786
11196,No,Cash Back,Postcard,Low,One,Yes,High,Two,One,Three,Yes,704,664,833,718,602
11197,No,Cash Back,Postcard,Low,One,No,Low,One,Two,Four,No,987,1730,1110,712,398
11198,No,Cash Back,Postcard,Low,One,No,Low,One,One,Two,Yes,1009,1757,1467,579,233
11199,No,Cash Back,Postcard,Low,One,No,Medium,Four,One,Two,Yes,1423,1886,1698,1216,893
11200,No,Cash Back,Postcard,Medium,One,Yes,High,Two,One,Three,No,1528,1145,1490,1778,1699
11201,No,Air Miles,Postcard,High,One,No,Low,Two,One,Three,Yes,914,1593,1309,687,67
11202,No,Air Miles,Postcard,Low,Two,No,High,Two,Two,Four,No,1050,208,996,1782,1217
11203,No,Cash Back,Postcard,Medium,One,No,High,One,Three,Two,No,1119,1361,1604,504,1008
11204,No,Air Miles,Postcard,Medium,One,No,Medium,Three,Two,Two,Yes,1202,287,975,2091,1455
11205,No,Cash Back,Postcard,Medium,Three,No,Low,One,One,Three,Yes,1160,1436,678,1029,1499
11206,No,Cash Back,Postcard,Medium,One,Yes,High,Four,Two,Four,Yes,952,1781,1156,727,145
11207,No,Cash Back,Postcard,Medium,One,No,High,Four,Two,Two,Yes,920,1235,1377,1002,66
11208,No,Points,Postcard,High,One,No,Medium,Two,One,Five,Yes,1188,2010,1624,547,572
11209,No,Cash Back,Letter,Low,One,No,High,Three,Two,Four,No,813,986,839,786,643
11210,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Three,Yes,1736,1855,1688,1862,1542
11211,No,Air Miles,Postcard,Medium,One,Yes,Low,One,Two,Five,No,1287,906,1810,1635,800
11212,No,Points,Postcard,High,One,No,High,Two,One,Five,No,805,954,812,855,599
11213,No,Cash Back,Postcard,High,One,No,Low,One,One,Four,No,1215,1382,1533,1244,704
11214,No,Points,Postcard,Low,One,No,Medium,Three,One,Three,Yes,687,823,520,789,616
11215,No,Air Miles,Postcard,Medium,One,Yes,High,One,One,Two,Yes,1025,197,994,2034,878
11216,No,Points,Letter,Medium,One,No,Medium,One,Two,Three,Yes,1170,340,536,1758,2047
11217,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Five,Yes,938,450,924,1784,595
11218,Yes,Cash Back,Postcard,Medium,One,Yes,Low,Two,Two,Four,No,898,1461,1220,415,496
11219,No,Points,Postcard,Low,Two,Yes,Medium,One,One,Two,Yes,1079,1912,1496,633,275
11220,Yes,Points,Postcard,Low,One,No,High,Two,One,Two,Yes,1344,1933,1314,1352,780
11221,No,Air Miles,Letter,Low,One,No,High,One,Two,Four,Yes,715,967,656,677,563
11222,No,Air Miles,Postcard,High,One,No,Medium,Three,One,Four,No,1277,467,1633,2132,879
11223,No,Points,Letter,Low,Three,No,Medium,One,One,Three,No,1032,1921,1263,819,127
11224,No,Points,Letter,Medium,One,No,Low,One,One,Four,Yes,911,243,1170,1422,811
11225,No,Air Miles,Postcard,Medium,One,Yes,High,One,One,Four,Yes,1279,978,903,1560,1677
